1	21	1.0000	1.0000	1.0000	0
2	50	1.0000	1.0000	1.0000	0
3	69	1.0000	1.0000	1.0000	0
4	73	1.0000	1.0000	1.0000	0
5	42	1.0000	1.0000	1.0000	0
6	44	1.0000	1.0000	1.0000	0
7	53	1.0000	1.0000	1.0000	0
8	57	1.0000	1.0000	1.0000	0
9	55	1.0000	1.0000	1.0000	0
10	44	1.0000	1.0000	1.0000	0
11	81	1.0000	1.0000	1.0000	0
12	52	1.0000	1.0000	1.0000	0
13	63	1.0000	1.0000	1.0000	0
14	66	1.0000	1.0000	1.0000	0
15	51	1.0000	1.0000	1.0000	0
16	36	1.0000	1.0000	1.0000	0
17	45	1.0000	1.0000	1.0000	0
18	60	1.0000	1.0000	1.0000	0
19	69	1.0000	1.0000	1.0000	0
20	67	1.0000	1.0000	1.0000	0
21	67	1.0000	1.0000	1.0000	0
22	35	1.0000	1.0000	1.0000	0
23	43	1.0000	1.0000	1.0000	0
24	39	1.0000	1.0000	1.0000	0
25	30	1.0000	1.0000	1.0000	0
26	56	1.0000	1.0000	1.0000	0
27	56	1.0000	1.0000	1.0000	0
28	39	1.0000	1.0000	1.0000	0
29	39	1.0000	1.0000	1.0000	0
30	37	0.9333	0.6000	0.9520	0
31	63	1.0000	1.0000	1.0000	0
32	48	1.0000	1.0000	1.0000	0
33	56	1.0000	1.0000	1.0000	0
34	63	1.0000	1.0000	1.0000	0
35	55	1.0000	1.0000	1.0000	0
36	58	1.0000	1.0000	1.0000	0
37	59	1.0000	1.0000	1.0000	0
38	58	1.0000	1.0000	1.0000	0
39	78	1.0000	1.0000	1.0000	0
40	61	1.0000	1.0000	1.0000	0
41	56	1.0000	1.0000	1.0000	0
42	62	1.0000	1.0000	1.0000	0
43	46	1.0000	1.0000	1.0000	0
44	63	1.0000	1.0000	1.0000	0
45	63	1.0000	1.0000	1.0000	0
46	78	1.0000	1.0000	1.0000	0
47	47	1.0000	1.0000	1.0000	0
48	58	1.0000	1.0000	1.0000	0
49	50	1.0000	1.0000	1.0000	0
50	55	1.0000	1.0000	1.0000	0
51	50	1.0000	1.0000	1.0000	0
52	53	1.0000	1.0000	1.0000	0
53	43	1.0000	1.0000	1.0000	0
54	50	1.0000	1.0000	1.0000	0
55	67	1.0000	1.0000	1.0000	0
56	64	1.0000	1.0000	1.0000	0
57	67	1.0000	1.0000	1.0000	0
58	67	1.0000	1.0000	1.0000	0
59	64	1.0000	1.0000	1.0000	0
60	41	1.0000	1.0000	1.0000	0
61	56	1.0000	1.0000	1.0000	0
62	42	1.0000	1.0000	1.0000	0
63	58	1.0000	1.0000	1.0000	0
64	58	1.0000	1.0000	1.0000	0
65	73	1.0000	1.0000	1.0000	0
66	65	1.0000	1.0000	1.0000	0
67	60	1.0000	1.0000	1.0000	0
68	50	1.0000	1.0000	1.0000	0
69	60	1.0000	1.0000	1.0000	0
70	58	1.0000	1.0000	1.0000	0
71	40	1.0000	1.0000	1.0000	0
72	56	1.0000	1.0000	1.0000	0
73	65	1.0000	1.0000	1.0000	0
74	44	1.0000	1.0000	1.0000	0
75	39	1.0000	1.0000	1.0000	0
76	67	1.0000	1.0000	1.0000	0
77	28	0.0000	0.2667	0.6746	0
78	33	0.0000	0.7273	1.0000	0
79	41	0.0000	0.7273	1.0000	0
80	17	0.0000	0.1600	0.6944	0
81	25	1.0000	1.0000	1.0000	0
82	39	1.0000	1.0000	1.0000	0
83	31	1.0000	1.0000	1.0000	0
84	27	1.0000	1.0000	1.0000	0
85	56	1.0000	1.0000	1.0000	0
86	41	1.0000	1.0000	1.0000	0
87	50	1.0000	1.0000	1.0000	0
88	34	1.0000	1.0000	1.0000	0
89	38	1.0000	1.0000	1.0000	0
90	36	1.0000	1.0000	1.0000	0
91	22	0.0000	0.1429	0.6471	0
92	36	1.0000	1.0000	1.0000	0
93	45	1.0000	1.0000	1.0000	0
94	28	1.0000	1.0000	1.0000	0
95	35	1.0000	1.0000	1.0000	0
96	30	1.0000	1.0000	1.0000	0
97	16	1.0000	1.0000	1.0000	0
98	27	0.0000	0.3478	0.8140	0
99	37	1.0000	1.0000	1.0000	0
100	56	0.0000	0.6667	1.0000	0
101	51	1.0000	1.0000	1.0000	0
102	43	1.0000	1.0000	1.0000	0
103	36	1.0000	1.0000	1.0000	0
104	21	1.0000	1.0000	1.0000	0
105	27	1.0000	1.0000	1.0000	0
106	28	0.0000	0.5000	0.8276	0
107	25	1.0000	1.0000	1.0000	0
108	29	1.0000	1.0000	1.0000	0
109	33	0.0000	0.3636	0.9255	0
110	32	0.3846	0.6000	0.9104	0
111	53	1.0000	1.0000	1.0000	0
112	37	1.0000	1.0000	1.0000	0
113	38	1.0000	1.0000	1.0000	0
114	36	1.0000	1.0000	1.0000	0
115	19	1.0000	1.0000	1.0000	0
116	25	1.0000	1.0000	1.0000	0
117	34	1.0000	1.0000	1.0000	0
118	33	1.0000	1.0000	1.0000	0
119	22	0.0000	0.7742	0.9925	0
